B	370 	5.72
K	294 	18.95
B	240 	57.14
B	49 	47.34
K	18 	5.20
K	140 	8.40
K	119 	28.59
K	326 	19.92
K	262 	24.89
B	234 	34.77
B	157 	17.80
B	158 	26.29
K	98 	19.07
B	154 	26.34
B	413 	30.94
K	189 	14.92
B	149 	66.18
K	246 	12.30
B	146 	15.17
B	11 	11.77
K	255 	4.97
B	390 	45.39
B	392 	44.29
B	402 	3.25
A	245 	18.80
A	375 	16.92
A	265 	9.05
A	282 	15.07
A	29 	8.82
A	275 	34.87
A	234 	47.34
A	31 	12.10
A	5 	23.62
A	215 	5.85
A	91 	10.07
A	119 	27.52
K	34 	43.86
A	211 	54.94
K	51 	54.66
A	422 	57.51
A	419 	13.72
K	48 	38.57
A	150 	20.67
A	81 	20.74
A	149 	46.56
A	399 	45.96
K	120 	24.79
B	292 	12.45
B	257 	30.44
B	251 	11.27
B	426 	15.80
B	133 	18.47
B	31 	0.32
B	33 	6.00
K	219 	5.50
B	429 	25.67
B	166 	4.87
B	26 	31.04
B	419 	30.47
K	312 	40.46
B	168 	38.19
B	153 	29.47
K	220 	3.47
K	366 	6.80
K	195 	31.59
B	148 	2.40
B	79 	2.27
B	386 	13.32
B	409 	21.27
B	108 	33.09
A	326 	16.15
A	372 	7.55
A	283 	27.44
A	238 	39.07
K	61 	3.25
A	382 	25.72
A	195 	42.86
A	389 	44.69
A	426 	7.15
A	20 	7.37
A	229 	3.67
A	422 	20.62
K	339 	38.87
K	334 	3.35
K	278 	2.55
K	286 	10.60
A	105 	38.07
B	293 	18.30
B	314 	23.59
K	102 	32.52
B	1 	16.45
B	162 	3.62
K	330 	18.15
K	101 	13.30
B	273 	6.80
B	27 	17.07
B	278 	1.40
K	327 	63.51
B	211 	13.87
B	75 	29.07
B	183 	0.75
A	329 	13.12
A	376 	1.57
A	256 	44.79
A	266 	0.17
A	60 	12.17
A	124 	4.10
A	158 	3.72
A	17 	29.82
K	78 	25.79
K	20 	36.09
K	356 	6.02
B	43 	44.71
K	111 	13.95
K	234 	11.87
B	59 	6.70
B	28 	37.59
B	57 	0.30
K	100 	9.32
B	159 	32.79
B	120 	38.24
B	195 	20.34
B	8 	9.77
B	205 	34.04
A	328 	6.30
A	280 	2.22
A	239 	6.10
A	383 	29.89
A	390 	0.12
K	346 	40.74
A	148 	24.67
K	349 	5.00
A	77 	6.82
A	107 	4.60
A	402 	9.42
K	21 	45.31
K	112 	40.34
B	46 	22.62
B	131 	26.99
K	313 	2.75
B	234 	0.42
K	330 	1.17
B	162 	7.75
B	295 	2.27
B	165 	0.52
B	134 	41.49
B	230 	11.52
K	327 	29.77
B	155 	39.84
B	89 	6.95
B	76 	4.27
B	404 	2.80
A	296 	9.15
A	339 	1.05
K	53 	43.01
A	64 	0.90
A	147 	23.77
A	106 	16.55
B	353 	14.55
K	80 	1.77
A	412 	4.25
B	332 	7.55
B	370 	9.80
K	27 	4.72
K	257 	13.97
B	77 	25.67
A	281 	4.12
A	237 	6.00
A	7 	7.10
A	34 	38.89
K	296 	16.57
K	237 	0.05
K	325 	2.47
K	320 	7.07
B	134 	28.74
K	211 	10.55
K	216 	5.27
B	262 	2.62
B	83 	18.92
B	73 	0.02
A	337 	16.00
A	331 	23.82
K	53 	17.47
A	76 	9.50
B	328 	38.82
B	291 	9.62
B	45 	28.37
K	82 	18.47
B	289 	15.37
B	365 	3.27
K	314 	10.15
B	425 	9.10
B	359 	29.64
B	209 	22.72
B	139 	6.37
B	204 	0.40
A	323 	3.75
A	249 	0.45
A	25 	5.55
A	22 	31.69
B	59 	48.44
B	377 	34.87
K	207 	0.82
B	154 	15.87
K	203 	13.17
A	373 	12.95
A	390 	22.84
A	8 	9.95
B	332 	6.82
B	358 	0.15
K	361 	1.85
B	97 	6.37
B	423 	13.02
A	257 	6.87
K	330 	33.74
K	215 	3.87
B	232 	28.32
B	34 	10.17
B	202 	3.45
B	135 	0.17
B	190 	0.20
B	113 	16.97
B	74 	17.27
A	28 	7.27
A	302 	2.25
A	236 	34.77
A	124 	6.72
A	197 	27.67
A	121 	10.70
B	326 	7.35
K	290 	0.77
K	124 	5.75
B	124 	3.05
K	321 	15.20
B	29 	0.42
K	318 	2.12
B	213 	14.47
B	72 	8.47
A	158 	0.27
K	274 	27.52
B	19 	7.85
B	109 	9.80
A	129 	2.02
A	54 	0.40
A	64 	0.50
A	6 	3.57
A	230 	16.77
B	50 	21.72
B	156 	0.15
A	247 	0.82
A	273 	7.30
A	136 	2.67
A	226 	10.02
K	342 	0.07
K	22 	8.55
K	289 	2.35
K	139 	2.75
K	96 	2.90
A	53 	0.02
A	271 	0.40
K	236 	0.37
K	30 	6.17
K	308 	0.02
B	411 	13.95
A	300 	12.37
A	266 	0.67
K	113 	11.80
A	210 	2.75
A	190 	0.12
K	27 	7.50
K	141 	17.42
B	278 	4.07
B	195 	0.55
B	89 	0.50
A	313 	0.37
A	4 	1.52
K	304 	29.42
B	123 	11.50
K	189 	25.44
B	183 	7.10
A	292 	3.45
A	88 	3.90
K	335 	9.30
K	164 	35.49
K	98 	6.37
B	188 	9.30
A	338 	10.17
A	51 	3.75
B	252 	0.62
B	307 	21.84
K	172 	5.77
B	168 	0.70
K	173 	14.87
B	319 	7.30
A	388 	8.47
A	154 	0.02
K	169 	61.93
B	414 	12.27
A	186 	0.10
B	50 	1.90
A	60 	4.85
A	235 	0.10
A	64 	9.25
K	25 	7.97
B	350 	36.39
K	332 	1.75
K	137 	0.85
B	84 	1.55
A	356 	0.32
A	271 	1.72
K	36 	3.95
B	131 	4.60
K	220 	0.20
K	249 	0.35
A	80 	5.02
K	77 	3.77
K	100 	0.77
B	191 	0.12
A	213 	4.00
K	86 	3.80
B	184 	1.07
A	373 	0.75
A	396 	21.14
K	236 	1.10
B	11 	0.42
K	305 	0.35
A	198 	3.77
A	121 	2.05
K	73 	0.55
K	109 	8.75
K	276 	1.30
K	166 	2.77
B	166 	1.87
A	197 	1.20
K	64 	0.27
K	235 	31.62
A	327 	2.55
A	342 	0.60
K	54 	18.00
A	200 	1.95
K	89 	0.95
B	423 	0.42
A	264 	0.10
B	227 	4.20
A	143 	12.95
B	354 	4.35
B	201 	1.30
A	44 	2.17
A	1 	1.15
B	256 	15.00
K	140 	0.55
B	204 	0.02
K	260 	0.32
B	17 	3.90
B	93 	0.27
A	79 	1.85
B	397 	1.90
A	61 	0.12
A	292 	0.95
A	169 	5.12
K	35 	0.20
A	93 	7.72
K	99 	3.57
K	144 	0.77
A	137 	1.90
B	126 	0.67
B	124 	3.30
B	196 	0.20
K	220 	0.50
K	32 	1.52
A	158 	1.27
K	31 	3.82
B	318 	1.35
B	297 	0.02
B	127 	0.35
B	100 	2.42
A	161 	5.27
A	191 	0.70
K	101 	1.52
B	265 	0.55
A	171 	0.90
A	183 	1.10
B	37 	4.05
A	186 	0.50
B	43 	4.92
B	274 	1.57
B	190 	0.02
A	50 	2.50
A	122 	10.85
A	143 	1.12
B	292 	2.55
A	41 	2.10
A	305 	2.55
B	351 	0.20
A	187 	31.12
B	46 	0.30
B	8 	0.20
K	365 	5.52
B	262 	17.62
K	183 	16.87
B	387 	1.97
A	121 	1.02
A	345 	1.67
B	62 	3.00
K	252 	1.02
B	399 	2.05
K	277 	2.77
K	299 	0.25
K	124 	0.45
B	375 	12.60
K	59 	0.02
A	206 	2.47
A	407 	31.57
A	231 	0.30
A	420 	3.85
K	158 	0.80
A	243 	0.50
A	190 	1.35
B	49 	0.52
B	224 	0.22
A	158 	0.20
A	79 	0.30
B	127 	0.95
A	435 	0.55
B	100 	3.82
A	357 	3.17
K	286 	0.02
A	243 	0.55
B	329 	0.52
K	303 	2.17
K	207 	1.95
K	184 	0.05
B	402 	2.10
K	346 	2.70
K	20 	0.40
A	147 	43.39
B	365 	0.72
A	394 	0.75
K	60 	0.02
B	107 	5.20
K	293 	0.40
K	89 	0.25
K	190 	1.92
B	318 	0.82
B	130 	0.05
B	59 	0.22
A	30 	0.85
K	33 	2.15
K	132 	1.47
B	391 	0.60
K	216 	0.82
A	197 	0.17
B	122 	0.27
B	392 	0.22
A	1 	0.92
K	318 	0.82
A	134 	0.30
A	151 	6.55
A	113 	0.15
B	190 	2.47
B	125 	0.42
B	175 	42.69
A	197 	0.20
K	235 	0.37
B	400 	9.55
B	415 	0.02
B	174 	9.02
A	124 	0.32
B	294 	0.65
B	274 	0.40
K	154 	0.22
A	125 	0.30
B	127 	1.05
A	56 	0.12
K	125 	0.25
B	201 	0.70
K	95 	0.80
A	254 	4.05
A	102 	9.62
K	191 	0.12
K	17 	0.15
B	357 	0.07
A	266 	27.64
A	82 	1.05
K	317 	3.35
B	190 	3.62
A	180 	1.60
B	48 	6.40
K	26 	0.07
A	422 	0.12
B	416 	1.77
K	51 	0.25
B	91 	0.05
B	37 	1.82
A	128 	3.32
A	162 	1.65
A	430 	2.52
K	29 	0.90
K	221 	18.25
B	427 	0.02
B	137 	1.10
K	249 	0.30
A	304 	0.70
A	92 	0.65
A	426 	0.67
K	267 	5.07
A	436 	0.10
K	213 	1.17
K	274 	0.07
K	273 	1.37
K	260 	0.02
B	359 	0.82
B	100 	0.20
K	104 	0.42
B	424 	0.12
A	37 	0.15
K	229 	0.95
K	261 	3.75
K	357 	3.52
B	398 	0.02
A	387 	1.22
B	390 	10.25
B	59 	0.40
K	342 	0.42
K	82 	0.60
K	157 	0.35
B	353 	2.15
B	366 	0.15
K	246 	1.35
A	402 	1.42
A	411 	0.27
K	190 	0.27
A	207 	0.22
B	206 	0.45
K	103 	0.52
B	176 	0.02
B	350 	0.10
B	416 	0.77
A	410 	0.37
K	63 	1.32
K	26 	0.22
A	352 	0.05
A	56 	0.25
A	82 	0.05
B	399 	1.00
A	112 	18.75
A	166 	0.02
A	193 	0.27
A	177 	0.65
B	326 	0.65
B	375 	0.02
B	51 	0.15
A	397 	10.47
B	298 	1.15
B	121 	0.07
K	197 	44.31
A	61 	1.37
A	172 	0.45
B	31 	0.02
A	45 	0.07
K	36 	0.17
B	339 	0.07
K	56 	35.84
K	38 	0.35
A	1 	0.97
B	251 	0.17
B	306 	0.05
A	68 	0.27
K	21 	0.10
A	334 	8.22
K	175 	1.67
K	271 	0.50
K	277 	2.67
B	309 	0.70
B	198 	0.37
K	322 	0.17
K	148 	0.22
A	362 	0.45
B	137 	0.10
A	291 	0.25
B	269 	0.12
A	177 	0.12
K	323 	14.15
A	390 	1.10
B	426 	2.27
K	207 	1.45
A	266 	0.27
K	146 	0.15
K	328 	7.00
A	212 	0.17
A	151 	17.45
A	301 	0.05
K	311 	0.27
K	212 	0.07
K	235 	0.05
B	204 	0.02
K	55 	7.25
A	424 	0.12
B	282 	0.22
K	206 	0.37
B	312 	0.25
B	316 	0.57
K	98 	0.55
B	401 	0.47
A	312 	0.50
A	212 	0.22
A	346 	0.05
K	290 	0.07
A	151 	0.15
A	271 	0.32
B	366 	0.15
A	20 	0.60
K	65 	0.02
B	58 	0.27
A	346 	0.07
B	323 	0.02
K	358 	0.25
B	135 	0.07
A	108 	11.80
K	90 	0.30
K	164 	40.51
B	125 	0.32
B	66 	0.05
K	70 	2.35
A	2 	1.05
B	312 	5.72
K	245 	0.07
A	387 	0.05
B	127 	0.02
B	336 	0.02
A	260 	0.72
K	60 	2.25
B	356 	0.02
A	205 	0.02
B	419 	0.05
K	344 	0.45
K	145 	0.65
A	197 	0.87
B	251 	0.10
K	39 	1.80
K	157 	3.02
B	129 	0.25
B	184 	1.35
B	339 	0.07
K	366 	1.27
B	191 	3.30
B	38 	0.05
A	172 	0.55
K	48 	0.77
K	179 	0.10
A	366 	0.12
K	319 	1.65
K	267 	0.17
A	156 	0.95
B	306 	20.00
A	28 	0.30
K	39 	1.27
K	321 	2.05
K	210 	0.20
K	287 	3.32
A	256 	0.12
K	234 	0.25
B	237 	0.27
B	168 	0.22
K	357 	2.47
A	432 	4.57
A	438 	1.10
A	107 	15.02
K	131 	0.37
A	276 	0.45
K	53 	2.35
B	204 	0.85
A	4 	0.37
K	97 	0.22
B	295 	5.27
K	325 	0.02
A	239 	0.12
A	363 	0.35
K	222 	0.10
K	171 	0.17
K	175 	25.44
K	350 	0.05
B	43 	0.22
B	276 	1.47
B	406 	0.30
B	372 	24.34
K	92 	0.65
A	91 	0.10
K	106 	0.12
B	76 	0.07
K	229 	2.07
B	384 	0.12
K	76 	0.02
K	204 	0.07
B	94 	0.02
A	188 	0.50
B	401 	0.67
B	153 	10.97
K	287 	0.65
A	274 	0.05
A	40 	0.20
A	117 	19.92
A	430 	39.47
B	318 	0.15
K	223 	0.82
K	335 	0.05
A	275 	0.10
K	191 	0.10
K	191 	3.90
B	149 	0.17
B	392 	0.30
A	30 	0.27
A	232 	0.37
A	338 	0.02
K	53 	0.47
A	63 	0.02
K	236 	0.67
B	340 	0.05
A	218 	0.02
K	139 	0.05
A	7 	0.02
B	291 	0.42
B	221 	0.32
A	418 	1.25
K	260 	0.20
B	60 	0.40
A	121 	1.05
B	196 	0.12
A	156 	0.12
B	241 	0.05
A	378 	0.57
A	200 	2.80
B	254 	1.02
A	198 	16.45
B	168 	0.02
K	160 	0.02
K	104 	0.27
B	156 	0.15
B	196 	1.45
B	195 	0.67
K	89 	0.17
A	121 	0.15
K	138 	0.05
B	60 	0.32
A	342 	0.15
A	335 	0.05
A	301 	0.22
K	240 	0.15
A	383 	0.37
A	187 	6.57
K	287 	0.50
B	191 	0.15
K	135 	0.02
B	58 	0.12
A	397 	0.02
B	95 	0.65
A	161 	0.22
B	416 	0.20
B	380 	0.10
K	165 	0.92
K	176 	1.37
A	112 	1.75
K	120 	0.17
A	251 	0.35
B	335 	0.12
K	298 	0.02
B	62 	0.05
K	196 	0.02
A	166 	0.30
K	119 	0.35
A	38 	0.85
K	327 	1.12
K	328 	2.62
A	243 	0.05
K	181 	0.02
K	289 	3.67
A	26 	0.30
A	105 	0.30
A	186 	0.05
A	99 	0.02
B	19 	0.02
A	142 	0.27
B	397 	0.02
A	255 	0.25
A	393 	18.72
K	281 	0.12
A	320 	0.25
B	384 	0.10
K	229 	0.05
K	193 	0.05
B	363 	0.02
K	282 	0.02
B	68 	0.07
B	72 	0.65
B	344 	1.20
B	348 	0.05
K	192 	0.57
B	347 	0.02
B	29 	0.02
B	92 	0.65
B	01 	1.27
A	75 	0.20
K	287 	0.77
K	36 	0.02
B	349 	0.45
B	348 	0.07
B	345 	0.02
B	410 	0.05
K	236 	0.05
B	397 	0.02
A	99 	0.05
B	299 	0.05
K	305 	0.02
K	214 	0.05
B	51 	0.05
A	277 	0.12
B	119 	0.02
A	102 	0.02
B	23 	0.10
A	430 	0.02
B	303 	0.20
A	272 	0.10
B	386 	0.02
K	192 	0.02
K	254 	0.02
A	302 	0.22
A	434 	0.62
K	53 	0.10
B	351 	0.22
K	197 	0.02
A	433 	0.95
A	432 	1.47
A	107 	0.25
A	239 	0.32
A	295 	0.27
K	311 	0.10
K	77 	0.02
A	280 	0.32
B	265 	0.02
B	306 	0.02
B	339 	1.00
A	393 	0.02
K	297 	0.12
K	62 	0.05
K	30 	0.10
B	279 	0.17
B	405 	1.70
K	61 	0.07
K	311 	0.27
K	271 	0.05
B	30 	0.02
K	215 	0.02
B	308 	0.87
B	375 	0.02
K	173 	0.95
A	155 	0.02
B	312 	0.12
A	285 	0.07
A	435 	0.07
A	100 	0.05
A	221 	0.85
A	336 	0.07
K	206 	0.05
K	141 	0.10
K	38 	0.02
B	195 	0.05
A	374 	0.25
B	376 	4.42
A	115 	19.35
A	432 	0.05
A	215 	0.02
A	390 	0.20
B	375 	7.90
B	426 	0.42
A	226 	0.42
K	357 	9.97
K	212 	0.07
K	327 	0.22
B	413 	0.02
K	313 	0.05
K	47 	0.32
A	168 	0.07
A	418 	0.02
K	342 	0.30
A	432 	0.07
B	334 	0.30
B	384 	0.12
A	64 	0.17
A	104 	0.05
K	287 	0.02
A	379 	0.30
A	26 	0.17
K	297 	0.02
A	105 	5.95
B	332 	0.02
K	302 	2.80
A	105 	0.02
B	420 	35.62
B	427 	1.65
B	398 	0.85
B	2 	0.80
A	364 	0.02
B	52 	0.15
B	325 	0.57
A	425 	0.22
K	366 	0.22
B	110 	0.27
A	161 	0.05
K	38 	0.02
K	287 	0.10
K	304 	0.35
A	152 	8.87
A	105 	0.05
K	125 	0.05
A	105 	0.07
A	298 	0.02
B	156 	19.62
B	186 	0.22
A	189 	0.52
B	380 	0.07
K	36 	0.05
A	61 	0.30
B	384 	0.02
B	256 	0.05
B	379 	2.87
B	84 	0.25
K	30 	0.17
